Key,SourceString
NAME_ITEM_TURI_PRM_LIVE_FISH_00024,"Flying Fish"
NAME_ITEM_TURI_PRM_LIVE_FISH_00025,"Seahorse"
NAME_ITEM_TURI_PRM_LIVE_FISH_00026,"Blue Tang"
NAME_ITEM_TURI_PRM_LIVE_FISH_00027,"Pacific Saury"
NAME_ITEM_TURI_PRM_LIVE_FISH_00028,"Blowfish"
NAME_ITEM_TURI_PRM_LIVE_FISH_00029,"Jellyfish"
NAME_ITEM_TURI_PRM_LIVE_FISH_00030,"Rockfish"
NAME_ITEM_TURI_PRM_LIVE_FISH_00031,"Butterfly Baton"
NAME_ITEM_TURI_PRM_LIVE_FISH_00032,"Golf Gloves"
NAME_ITEM_TURI_PRM_LIVE_FISH_00033,"Witherwood"
NAME_ITEM_TURI_PRM_LIVE_FISH_00034,"Skipjack Tuna"
NAME_ITEM_TURI_PRM_LIVE_FISH_00035,"Halibut"
NAME_ITEM_TURI_PRM_LIVE_FISH_00036,"Sea Bass"
NAME_ITEM_TURI_PRM_LIVE_FISH_00037,"Anglerfish"
NAME_ITEM_TURI_PRM_LIVE_FISH_00038,"Tuna Buster"
NAME_ITEM_TURI_PRM_LIVE_FISH_00039,"Coelacanth"
NAME_ITEM_TURI_PRM_LIVE_FISH_00040,"Moonfish"
NAME_ITEM_TURI_PRM_LIVE_FISH_00041,"Striped Marlin"
NAME_ITEM_TURI_PRM_LIVE_FISH_00042,"Manta Ray Prism"
NAME_ITEM_TURI_PRM_LIVE_FISH_00043,"Great White Shark"
NAME_ITEM_TURI_PRM_LIVE_FISH_00044,"Hammerhead Shark"
NAME_ITEM_TURI_PRM_LIVE_FISH_00045,"Whale Shark"
NAME_ITEM_TURI_PRM_LIVE_FISH_00046,"Oarfish"
NAME_ITEM_TURI_PRM_LIVE_FISH_00047,"Lobster"
NAME_ITEM_TURI_PRM_LIVE_FISH_00048,"Sword Breaker"
NAME_ITEM_TURI_PRM_LIVE_FISH_00049,"Octopot T-Shirt"
NAME_ITEM_TURI_PRM_LIVE_FISH_00050,"Emote \"Chest\""
NAME_ITEM_TURI_PRM_LIVE_FISH_00051,"Jikin Goldfish"
NAME_ITEM_TURI_PRM_LIVE_FISH_00052,"Black Moor"
NAME_ITEM_TURI_PRM_LIVE_FISH_00053,"Black Carp"
NAME_ITEM_TURI_PRM_LIVE_FISH_00054,"Golden Carp"
NAME_ITEM_TURI_PRM_LIVE_FISH_00055,"Pink Queen"
NAME_ITEM_TURI_PRM_LIVE_FISH_00056,"Striped Beakfish"
NAME_ITEM_TURI_PRM_LIVE_FISH_00057,"Nautilus"
NAME_ITEM_TURI_PRM_LIVE_FISH_00058,"Kaleidoscope"
NAME_ITEM_TURI_PRM_LIVE_FISH_00059,"Humphead Wrasse"
NAME_ITEM_TURI_PRM_LIVE_FISH_00063,"Tiger Botia"
NAME_ITEM_TURI_PRM_LIVE_FISH_00064,"Snow Crab"
NAME_ITEM_TURI_PRM_LIVE_FISH_00065,"Gulper Eel"
NAME_ITEM_TURI_PRM_LIVE_FISH_00066,"Moonfish"
NAME_ITEM_TURI_PRM_LIVE_FISH_00067,"Goblin Shark"
NAME_ITEM_TURI_PRM_LIVE_FISH_00084,"Emote Cut Watermelon"
NAME_ITEM_TURI_PRM_LIVE_FISH_00101,"Electric Eel"
NAME_ITEM_TURI_PRM_LIVE_FISH_00133,"Yellow Sawfish"
RUBY_ID_ITEM_USED_YAKUSOU,"Medicinal Herb"
RUBY_ID_ITEM_USED_JYOUYAKUSOU,"じょうやくそう"
RUBY_ID_ITEM_USED_AMORUNOMIZU,"あもーるのみず"
RUBY_ID_ITEM_USED_SEKAIJYUNOSIZUKU,"Yggdrasil Dew"
RUBY_ID_ITEM_USED_DOKUKESISOU,"Antidotal Herb"
RUBY_ID_ITEM_USED_MANGETUSOU,"Moonwort Bulb"
RUBY_ID_ITEM_USED_TENSINOSUZU,"てんしのすず"
RUBY_ID_ITEM_USED_MEZAMENOHANA,"めざめのはな"
RUBY_ID_ITEM_USED_SEKAIJYUNOHA,"せかいじゅのは"
RUBY_ID_ITEM_USED_MAHOUNOSEISUI,"Magic Water"
RUBY_ID_ITEM_USED_ERUHUNONOMIGUSURI,"えるふののみぐすり"
RUBY_ID_ITEM_USED_MADARAKUMOITO,"まだらくもいと"
RUBY_ID_ITEM_USED_DOKUGANOKONA,"Coagulant"
RUBY_ID_ITEM_USED_YUMEMINOHANA,"ゆめみのはな"
RUBY_ID_ITEM_USED_OMOIDENOSUZU,"Evac-u-Bell"
RUBY_ID_ITEM_USED_MAHOUNO_KOBIN,"まほうのこびん"
RUBY_ID_ITEM_USED_TOKUYAKUSOU,"とくやくそう"
RUBY_ID_ITEM_USED_IYASISOU,"Superior Medicine"
RUBY_ID_ITEM_USED_JYOUDOKUKESISOU,"じょうどくけしそう"
RUBY_ID_ITEM_USED_TOKUDOKUKESISOU,"とくどくけしそう"
RUBY_ID_ITEM_USED_KITUKESOU,"Softwort"
RUBY_ID_ITEM_USED_TSUKINOMEGUMI,"Lunaria"
RUBY_ID_ITEM_URUBEA_BRONZE,"うるべあどうか"
RUBY_ID_ITEM_URUBEA_SILVER,"うるべあぎんか"
RUBY_ID_ITEM_URUBEA_GOLD,"うるべあきんか"
RUBY_ID_ITEM_USED_KENJANOSEISUI,"Sage's Elixir"
RUBY_ID_ITEM_TICKET_HUKUBIKIKEN,"ふくびきけん"
RUBY_ID_ITEM_TICKET_BIYOUIN,"びよういんむりょうけん"
RUBY_ID_ITEM_OTHER_IRAISYO,"のいらいしょ"
RUBY_ID_ITEM_USED_UCHINAOSI,"うちなおしのほうじゅ"
RUBY_ID_ITEM_TANE_CHIKARA,"Seed of Strength"
RUBY_ID_ITEM_TANE_SUBAYASA,"Seed of Agility"
RUBY_ID_ITEM_TANE_MAMORI,"Seed of Resilience"
RUBY_ID_ITEM_TANE_KIYOUSA,"Seed of Deftness"
RUBY_ID_ITEM_TANE_UTSUKUSHISOU,"Pretty Betsy"
RUBY_ID_ITEM_TANE_INOCHI,"Seed of Life"
RUBY_ID_ITEM_TANE_HUSHIGI,"Seed of Magic"
RUBY_ID_ITEM_TANE_SHINKOU,"Seed of Therapeusis"
RUBY_ID_ITEM_TANE_MARYOKU,"Seed of Sorcery"
RUBY_ID_ITEM_OTHER_GENKIDAMA,"げんきだま"
RUBY_ID_ITEM_COIN_ATLUS,"あとらすこいん"
RUBY_ID_ITEM_COIN_BAZUZU,"ばずずこいん"
RUBY_ID_ITEM_COIN_BERIAL,"べりあるこいん"
RUBY_ID_ITEM_COIN_AKURYOU,"あくりょうのかみがみこいん"
RUBY_ID_ITEM_COIN_CATS,"ざきゃっつこいん"
RUBY_ID_ITEM_COIN_BARAMOS,"ばらもすこいん"
RUBY_ID_ITEM_COIN_DRAGONGAIA,"どらごんがいあこいん"
RUBY_ID_ITEM_COIN_BORNS,"ざぼーんずこいん"
RUBY_ID_ITEM_COIN_KINGHIDORA,"きんぐひどらこいん"
RUBY_ID_ITEM_COIN_GORUSURA,"ごるすらぐんだんこいん"
RUBY_ID_ITEM_COIN_METAKIN,"めたきんぐんだんこいん"
RUBY_ID_ITEM_COIN_GORUDOMAN,"ごーるどえむこいん"
RUBY_ID_ITEM_COIN_KOKURYU,"こくりゅうまるこいん"
RUBY_ID_ITEM_COIN_BATORUS,"ばとるえすこいん"
RUBY_ID_ITEM_COIN_RENGOKU,"れんごくてんまこいん"
RUBY_ID_ITEM_COIN_HANUMAN,"はぬまーんこいん"
RUBY_ID_ITEM_COIN_BARIKUNAJYA,"ばりくなじゃこいん"
RUBY_ID_ITEM_COIN_DEMONKINGU,"でーもんきんぐこいん"
RUBY_ID_ITEM_COIN_JYAMIRASU,"じゃみらすこいん"
RUBY_ID_ITEM_COIN_TORORUB,"てぃーばっこすこいん"
RUBY_ID_ITEM_COIN_DORAGONU,"どらごんうーこいん"
RUBY_ID_ITEM_COIN_GIGUHANMA,"ぎーぐはんまーこいん"
RUBY_ID_ITEM_COIN_JIGOKUNONUE,"じごくのぬえこいん"
RUBY_ID_ITEM_COIN_BARAMOSUZONBI,"ばらもすぞんびこいん"
RUBY_ID_ITEM_COIN_KOKURYUPEA,"こくりゅうまるぺあこいん"
RUBY_ID_ITEM_COIN_BATORUSPEA,"ばとるえすぺあこいん"
RUBY_ID_ITEM_COIN_BATORUSGUNDAN,"ばとるえすぐんだんこいん"
RUBY_ID_ITEM_COIN_HANUMANPEA,"はぬまーんぺあこいん"
RUBY_ID_ITEM_COIN_HANUMANGUNDAN,"はぬまーんぐんだんこいん"
RUBY_ID_ITEM_COIN_KINGUREOPEA,"きんぐれおぺあこいん"
RUBY_ID_ITEM_COIN_KINGUREOGUNDAN,"きんぐれおぐんだんこいん"
RUBY_ID_ITEM_COIN_TBAKKOSUW,"てぃーばっこすぺあこいん"
RUBY_ID_ITEM_USED_OTAKARASAGASHI,"Treasure Eye Land Bell"
RUBY_ID_ITEM_COIN_GURAKOS,"ぐらこすこいん"
RUBY_ID_ITEM_SHOKUJI_KAMUSHIKA,"かむしかせんべえ"
RUBY_ID_ITEM_SHOKUJI_SAKURAMOCHI,"おうとのさくらもち"
RUBY_ID_ITEM_SHOKUJI_BUTAMAN,"がたらのぶたまん"
RUBY_ID_ITEM_SHOKUJI_SABAKUNOTSUKI,"めいかさばくのつき"
RUBY_ID_ITEM_SHOKUJI_AKUROBATCAKE,"あくろばっとけーき"
RUBY_ID_ITEM_SHOKUJI_KARAAGE,"めぎすどりのからあげ"
RUBY_ID_ITEM_SHOKUJI_KOKONATS,"とこなつここなっつ"
RUBY_ID_ITEM_SHOKUJI_SABURE,"じょおうさまさぶれ"
RUBY_ID_ITEM_SHOKUJI_GENKOTSUAME,"げんこつあめ"
RUBY_ID_ITEM_SHOKUJI_ORGANICSARADA,"おーがにっくさらだ"
RUBY_ID_ITEM_SHOKUJI_COLOSSEO,"ころしあむばーがー"
RUBY_ID_ITEM_SHOKUJI_BURGER,"ぐらんどたいたすどん"
RUBY_ID_ITEM_COIN_SANAKUMA,"でんせつのさんあくまこいん"
RUBY_ID_ITEM_USED_KISEKINOKOUSUI,"きせきのこうすい"
RUBY_ID_ITEM_USED_METALNAKOUSUI,"めたるなこうすい"
RUBY_ID_ITEM_USED_HAGUKUMINOKOUSUI,"はぐくみのこうすい"
RUBY_ID_ITEM_USED_HAGUKUMINOJOUKOUSUI,"はぐくみのじょうこうすい"
RUBY_ID_ITEM_COIN_KILLERMAJINGA,"きらーまじんがこいん"
RUBY_ID_ITEM_COIN_KILLERMACHINE,"すーぱーきらーましんこいん"
RUBY_ID_ITEM_OTHER_OUGONNOHANABIRA,"おうごんのはなびら"
RUBY_ID_ITEM_COIN_GENKAINOYONSHOKOU,"げんかいのよんしょこうこいん"
RUBY_ID_ITEM_OTHER_CHIISANAMEDARU,"ちいさなめだる"
RUBY_ID_ITEM_CASINO_COIN,"かじのこいん"
RUBY_ID_ITEM_PRISM_DAIYA,"だいやもんどぷりずむ"
RUBY_ID_ITEM_PRISM_RUBY,"るびーぷりずむ"
RUBY_ID_ITEM_PRISM_SAFAIA,"さふぁいあぷりずむ"
RUBY_ID_ITEM_PRISM_MEDA,"めーだぷりずむ"
RUBY_ID_ITEM_PRISM_MEDAPRINS,"めーだぷりんすぷりずむ"
RUBY_ID_ITEM_PRISM_SLIME,"すらぼーどぷりずむ"
RUBY_ID_ITEM_PRISM_MOMONJA,"ももんじゃぷりずむ"
RUBY_ID_ITEM_PRISM_HELLBOARD,"へるぼーどぷりずむ"
RUBY_ID_ITEM_PRISM_SWEETS,"すいーつぼーどぷりずむ"
RUBY_ID_ITEM_PRISM_SURABESU,"すらべすぼーどぷりずむ"
RUBY_ID_ITEM_PRISM_METASURA,"めたすらぼーどぷりずむ"
RUBY_ID_ITEM_PRISM_REMOSURA,"れもすらぼーどぷりずむ"
RUBY_ID_ITEM_BOOK_SLIME,"すらいむのしょ"
RUBY_ID_ITEM_BOOK_MOMON,"もーもんのしょ"
RUBY_ID_ITEM_BOOK_PURIZUNYAN,"ぷりずにゃんのしょ"
RUBY_ID_ITEM_BOOK_HOIMISLIME,"ほいみすらいむのしょ"
RUBY_ID_ITEM_BOOK_SLIMEKNIGHT,"すらいむないとのしょ"
RUBY_ID_ITEM_BOOK_KIMERA,"きめらのしょ"
RUBY_ID_ITEM_BOOK_NEKOMADOU,"ねこまどうのしょ"
RUBY_ID_ITEM_BOOK_RIZARDMAN,"りざーどまんのしょ"
RUBY_ID_ITEM_BOOK_BABYSATAN,"べびーさたんのしょ"
RUBY_ID_ITEM_BOOK_BATTLEREX,"ばとるれっくすのしょ"
RUBY_ID_ITEM_BOOK_BROWNIE,"ぶらうにーのしょ"
RUBY_ID_ITEM_BOOK_DRAGONKID,"どらごんきっずのしょ"
RUBY_ID_ITEM_BOOK_PRIESTKNIGHT,"ぷりーすとないとのしょ"
RUBY_ID_ITEM_BOOK_ITAZURAMOGURA,"いたずらもぐらのしょ"
RUBY_ID_ITEM_BOOK_KILLERPANSER,"きらーぱんさーのしょ"
RUBY_ID_ITEM_BOOK_METAPPI,"めたっぴーのしょ"
RUBY_ID_ITEM_BOOK_TAKEYARIHEI,"たけやりへいのしょ"
RUBY_ID_ITEM_BOOK_ODORUHOUSEKI,"おどるほうせきのしょ"
RUBY_ID_ITEM_BOOK_NIDORUMAN,"にーどるまんのしょ"
RUBY_ID_ITEM_BOOK_GOLEM,"ごーれむのしょ"
RUBY_ID_ITEM_BOOK_SAMAYOUYOROI,"さまようよろいのしょ"
RUBY_ID_ITEM_BOOK_FONDU,"ふぉんでゅのしょ"
RUBY_ID_ITEM_BOOK_KILLERMACHINE,"きらーましんのしょ"
RUBY_ID_ITEM_BOOK_MAGIKALHAT,"まじかるはっとのしょ"
RUBY_ID_ITEM_BOOK_DEVILARMOR,"でびるあーまーのしょ"
RUBY_ID_ITEM_BOOK_HITOKUISABER,"ひとくいさーべるのしょ"
RUBY_ID_ITEM_BOOK_PAPETMAN,"ぱぺっとまんのしょ"
RUBY_ID_ITEM_BOOK_ENTASHISUMAN,"えんたしすまんのしょ"
RUBY_ID_ITEM_BOOK_MIMIC,"みみっくのしょ"
RUBY_ID_ITEM_BOOK_MISTERYDOLL,"みすてりどーるのしょ"
RUBY_ID_ITEM_BOOK_TANSUMIMIC,"たんすみみっくのしょ"
RUBY_ID_ITEM_BOOK_DORAKY,"どらきーのしょ"
RUBY_ID_ITEM_BOOK_YAMISHIBARI,"やみしばりのしょ"
RUBY_ID_ITEM_COIN_DONMOGURA,"どんもぐーらこいん"
RUBY_ID_ITEM_COIN_ANKOKUNOMAJIN,"あんこくのまじんこいん"
RUBY_ID_ITEM_COIN_GOSUNERU,"がおうごーすねるしょうかんふ"
RUBY_ID_ITEM_USED_YOUSEINOHIYAKU,"ようせいのれいやく"
RUBY_ID_ITEM_COIN_ZARUTORA,"りんおうざるとらしょうかんふ"
RUBY_ID_ITEM_COIN_SGENERAL,"すらいむじぇねらるこいん"
RUBY_ID_ITEM_SHOKUJI_POWERFULSTEAK,"ぱわふるすてーき"
RUBY_ID_ITEM_SHOKUJI_GADIANSARADA,"がーでぃあんさらだ"
RUBY_ID_ITEM_SHOKUJI_STAMINARICE,"すたみならいす"
RUBY_ID_ITEM_SHOKUJI_MANAPASUTA,"まなぱすた"
RUBY_ID_ITEM_SHOKUJI_MAGICALSAND,"まじかるさんど"
RUBY_ID_ITEM_SHOKUJI_IYASHINOSOUP,"いやしのすーぷ"
RUBY_ID_ITEM_SHOKUJI_KAISHINBURGER,"かいしんばーがー"
RUBY_ID_ITEM_SHOKUJI_MIKAWASHIOMURETSU,"みかわしおむれつ"
RUBY_ID_ITEM_SHOKUJI_KIYOUSANIKUMAN,"Deft Meat Buns"
RUBY_ID_ITEM_SHOKUJI_QUICKCAKE,"くいっくけーき"
RUBY_ID_ITEM_SHOKUJI_GOJASCOOKIE,"ごーじゃすくっきー"
RUBY_ID_ITEM_SHOKUJI_MEGAMORIDON,"めがもりどん"
RUBY_ID_ITEM_SHOKUJI_SPICECURRY,"すぱいすかれー"
RUBY_ID_ITEM_SHOKUJI_SMASHPOTETO,"すまっしゅぽてと"
RUBY_ID_ITEM_SHOKUJI_BATTLESTEAK,"ばとるすてーき"
RUBY_ID_ITEM_SHOKUJI_GREATGURATAN,"ぐれいとぐらたん"
RUBY_ID_ITEM_SHOKUJI_MAGICSOUP,"まじっくすーぷ"
RUBY_ID_ITEM_SHOKUJI_MIRACLESAND,"みらくるさんど"
RUBY_ID_ITEM_SHOKUJI_IYASHINOMUNIEL,"いやしのむにえる"
RUBY_ID_ITEM_SHOKUJI_AIJOUOMURETSU,"あいじょうおむれつ"
RUBY_ID_ITEM_SHOKUJI_BALANCEPASUTA,"ばらんすぱすた"
RUBY_ID_ITEM_SHOKUJI_AKUROBURGER,"あくろばーがー"
RUBY_ID_ITEM_SHOKUJI_STARSWEETS,"すたーすいーつ"
RUBY_ID_ITEM_SHOKUJI_ZUSSHIRIZOT,"ずっしりぞっと"
RUBY_ID_ITEM_SHOKUJI_FIRETARUTO,"ふぁいあたると"
RUBY_ID_ITEM_SHOKUJI_ICETARUTO,"あいすたると"
RUBY_ID_ITEM_SHOKUJI_STORMTARUTO,"すとーむたると"
RUBY_ID_ITEM_SHOKUJI_DARKTARUTO,"だーくたると"
RUBY_ID_ITEM_SHOKUJI_RIGHTTARUTO,"らいとたると"
RUBY_ID_ITEM_SHOKUJI_TAKUMINOCHAHAN,"たくみのちゃーはん"
RUBY_ID_ITEM_SHOKUJI_KIREKIREKISH,"きれきれきっしゅ"
RUBY_ID_ITEM_SHOKUJI_TANKHANBARG,"たんくはんばーぐ"
RUBY_ID_ITEM_SHOKUJI_BATTLEPIZZA,"ばとるぱっつぁ"
RUBY_ID_ITEM_USED_TYOUYAKUSOU,"ちょうやくそう"
RUBY_ID_ITEM_USED_SEIREINOHIYAKU,"せいれいのれいやく"
RUBY_ID_ITEM_COIN_BADGEPACK_BRONZE,"ばっじぱっくどう"
RUBY_ID_ITEM_COIN_BADGEPACK_SILVER,"ばっじぱっくぎん"
RUBY_ID_ITEM_COIN_BADGEPACK_GOLD,"ばっじぱっくきん"
RUBY_ID_ITEM_MATERIAL_DOUNOKOUSEKI,"Copper Ore"
RUBY_ID_ITEM_MATERIAL_TEKKOUSEKI,"Iron Ore"
RUBY_ID_ITEM_MATERIAL_GINNOKOUSEKI,"Silver Ore"
RUBY_ID_ITEM_MATERIAL_PURATINAKOUSEKI,"ぷらちなこうせき"
RUBY_ID_ITEM_MATERIAL_MADURAITO,"までゅらいと"
RUBY_ID_ITEM_MATERIAL_HEBIMETARU,"へびーめたる"
RUBY_ID_ITEM_MATERIAL_SEIREISEKI,"Enchanted Stone"
RUBY_ID_ITEM_MATERIAL_GENMASEKI,"Ethereal Stone"
RUBY_ID_ITEM_MATERIAL_CHIISANAKASEKI,"ちいさなかせき"
RUBY_ID_ITEM_MATERIAL_OOKINAKASEKI,"おおきなかせき"
RUBY_ID_ITEM_MATERIAL_KAGAMIISI,"かがみいし"
RUBY_ID_ITEM_MATERIAL_HIKARINOISI,"ひかりのいし"
RUBY_ID_ITEM_MATERIAL_TUKEMONOISI,"つけものいし"
RUBY_ID_ITEM_MATERIAL_HOKAHOKASUTOON,"ほかほかすとーん"
RUBY_ID_ITEM_MATERIAL_YOUGANNOKAKERA,"ようがんのかけら"
RUBY_ID_ITEM_MATERIAL_OUGONNOKAKERA,"Gold Nuglet"
RUBY_ID_ITEM_MATERIAL_GOHRUDOSUTONE,"ごーるどすとーん"
RUBY_ID_ITEM_MATERIAL_KINKAI,"Gold Bar"
RUBY_ID_ITEM_MATERIAL_METARUNOKAKERA,"めたるのかけら"
RUBY_ID_ITEM_MATERIAL_PINKUPAARU,"ぴんくぱーる"
RUBY_ID_ITEM_MATERIAL_BURAKKUPAARU,"ぶらっくぱーる"
RUBY_ID_ITEM_MATERIAL_HOWAITOPAARU,"ほわいとぱーる"
RUBY_ID_ITEM_MATERIAL_AKAIHOUSEKI,"あかいほうせき"
RUBY_ID_ITEM_MATERIAL_AOIHOUSEKI,"あおいほうせき"
RUBY_ID_ITEM_MATERIAL_KIIRONOHOUSEKI,"きいろのほうせき"
RUBY_ID_ITEM_MATERIAL_MIDORINOHOUSEKI,"みどりのほうせき"
RUBY_ID_ITEM_MATERIAL_REDDOAI,"れっどあい"
RUBY_ID_ITEM_MATERIAL_BURUUAI,"ぶるーあい"
RUBY_ID_ITEM_MATERIAL_IEROOAI,"いえろーあい"
RUBY_ID_ITEM_MATERIAL_GUURIINAI,"ぐりーんあい"
RUBY_ID_ITEM_MATERIAL_PAAPURUAI,"ぱーぷるあい"
RUBY_ID_ITEM_MATERIAL_TOKINOSUISYO,"Chronocrystal"
RUBY_ID_ITEM_MATERIAL_REDDOOHBU,"れっどおーぶ"
RUBY_ID_ITEM_MATERIAL_BURUOHBU,"ぶるーおーぶ"
RUBY_ID_ITEM_MATERIAL_IEROOHBU,"いえろーおーぶ"
RUBY_ID_ITEM_MATERIAL_GURIINOHBU,"ぐりーんおーぶ"
RUBY_ID_ITEM_MATERIAL_PAAPURUOHBU,"ぱーぷるおーぶ"
RUBY_ID_ITEM_MATERIAL_NIJIIRONOOHBU,"にじいろのおーぶ"
RUBY_ID_ITEM_MATERIAL_MEIKYUCOINNOHAHEN,"めいきゅうこいんのはへん"
RUBY_ID_ITEM_MATERIAL_OGURIDOHOHN,"おぐりどほーん"
RUBY_ID_ITEM_MATERIAL_ASANOITO,"あさのいと"
RUBY_ID_ITEM_MATERIAL_KOTTONSOU,"こっとんそう"
RUBY_ID_ITEM_MATERIAL_SIRUKUSOU,"しるくそう"
RUBY_ID_ITEM_MATERIAL_KAGAYAKISOU,"Glimmergrass"
RUBY_ID_ITEM_MATERIAL_YOUSEINOMENKA,"ようせいのめんか"
RUBY_ID_ITEM_MATERIAL_MIKAWASISOU,"Slipweed"
RUBY_ID_ITEM_MATERIAL_AYAKASISOU,"Narspicious"
RUBY_ID_ITEM_MATERIAL_SATORISOU,"Thinkincense"
RUBY_ID_ITEM_MATERIAL_HANANOMITU,"はなのみつ"
RUBY_ID_ITEM_MATERIAL_SAEZURINOMITU,"Birdsong Nectar"
RUBY_ID_ITEM_MATERIAL_SURAIMUOSYAREBANA,"すらいむおしゃればな"
RUBY_ID_ITEM_MATERIAL_SIOKAZESOU,"しおかぜそう"
RUBY_ID_ITEM_MATERIAL_SANDOFURUTU,"さんどふるーつ"
RUBY_ID_ITEM_MATERIAL_YAWARAKAIEDA,"やわらかいえだ"
RUBY_ID_ITEM_MATERIAL_JOBUNAEDA,"じょうぶなえだ"
RUBY_ID_ITEM_MATERIAL_SINAYAKANAEDA,"しなやかなえだ"
RUBY_ID_ITEM_MATERIAL_KIREINAEDA,"きれいなえだ"
RUBY_ID_ITEM_MATERIAL_MAHOUNOJUMOKU,"まほうのじゅもく"
RUBY_ID_ITEM_MATERIAL_MIZUNOJUMOKU,"みずのじゅもく"
RUBY_ID_ITEM_MATERIAL_ANKOKUNOJUMOKU,"あんこくのじゅもく"
RUBY_ID_ITEM_MATERIAL_KOORINOJUMOKU,"こおりのじゅもく"
RUBY_ID_ITEM_MATERIAL_HONOONOJUMOKU,"ほのおのじゅもく"
RUBY_ID_ITEM_MATERIAL_HOWAITOUDDO,"ほわいとうっど"
RUBY_ID_ITEM_MATERIAL_SABANNAUDDO,"さばんなうっど"
RUBY_ID_ITEM_MATERIAL_REDDOBERI,"れっどべりー"
RUBY_ID_ITEM_MATERIAL_KATIKOTIKURUMI,"かちこちくるみ"
RUBY_ID_ITEM_MATERIAL_MIDORINOKOKE,"みどりのこけ"
RUBY_ID_ITEM_MATERIAL_URUWASIKINOKO,"うるわしきのこ"
RUBY_ID_ITEM_MATERIAL_GENKOTUDAKE,"げんこつだけ"
RUBY_ID_ITEM_MATERIAL_BIGGUSABOTEN,"びっぐさぼてん"
RUBY_ID_ITEM_MATERIAL_SAKURANOHANABIRA,"さくらのはなびら"
RUBY_ID_ITEM_MATERIAL_YASINOMI,"やしのみ"
RUBY_ID_ITEM_MATERIAL_FUSIGINAKAISOU,"ふしぎなかいそう"
RUBY_ID_ITEM_MATERIAL_MANMARUPOTETO,"まんまるぽてと"
RUBY_ID_ITEM_MATERIAL_JANBOTAMANEGI,"じゃんぼたまねぎ"
RUBY_ID_ITEM_MATERIAL_SYAKKIRIRETASU,"しゃっきりれたす"
RUBY_ID_ITEM_MATERIAL_FUWAFUWAKOMUGI,"ふわふわこむぎ"
RUBY_ID_ITEM_MATERIAL_RAISUFURAWA,"らいすふらわー"
RUBY_ID_ITEM_MATERIAL_BIKKURITOMATO,"びっくりとまと"
RUBY_ID_ITEM_MATERIAL_PUKURANSAFURAN,"ぷくらんさふらん"
RUBY_ID_ITEM_MATERIAL_ERUTONNASUISEN,"えるとなすいせん"
RUBY_ID_ITEM_MATERIAL_SURUDOIKIBA,"するどいきば"
RUBY_ID_ITEM_MATERIAL_SURUDOITUME,"するどいつめ"
RUBY_ID_ITEM_MATERIAL_TIISANAHONE,"ちいさなほね"
RUBY_ID_ITEM_MATERIAL_OOKINAHONE,"おおきなほね"
RUBY_ID_ITEM_MATERIAL_MAJUNOHONE,"まじゅうのほね"
RUBY_ID_ITEM_MATERIAL_DORAGONNOHONE,"どらごんのほね"
RUBY_ID_ITEM_MATERIAL_GENJUNOHONE,"げんじゅうのほね"
RUBY_ID_ITEM_MATERIAL_MAJUNOTUNO,"まじゅうのつの"
RUBY_ID_ITEM_MATERIAL_DORAGONNOTUNO,"どらごんのつの"
RUBY_ID_ITEM_MATERIAL_TIISANAKOURA,"ちいさなこうら"
RUBY_ID_ITEM_MATERIAL_OOKINAKOURA,"おおきなこうら"
RUBY_ID_ITEM_MATERIAL_KEMONONOKAWA,"けもののかわ"
RUBY_ID_ITEM_MATERIAL_FUSAFUSANOKEGAWA,"ふさふさのけがわ"
RUBY_ID_ITEM_MATERIAL_MAJUNOKAWA,"まじゅうのかわ"
RUBY_ID_ITEM_MATERIAL_DORAGONNOKAWA,"どらごんのかわ"
RUBY_ID_ITEM_MATERIAL_GENJUNOKAWA,"げんじゅうのかわ"
RUBY_ID_ITEM_MATERIAL_TIISANAUROKO,"ちいさなうろこ"
RUBY_ID_ITEM_MATERIAL_OOKINAUROKO,"おおきなうろこ"
RUBY_ID_ITEM_MATERIAL_TYOUNOHANE,"Butterfly Wing"
RUBY_ID_ITEM_MATERIAL_KOUMORINOHANE,"Wing of Bat"
RUBY_ID_ITEM_MATERIAL_KAZEKIRINOHANE,"Flurry Feather"
RUBY_ID_ITEM_MATERIAL_YAWARAKAUURU,"やわらかうーる"
RUBY_ID_ITEM_MATERIAL_GAMANOABURA,"がまのあぶら"
RUBY_ID_ITEM_MATERIAL_HEBINONUKEGARA,"Snakeskin"
RUBY_ID_ITEM_MATERIAL_YOGORETAHOUTAI,"Grubby Bandage"
RUBY_ID_ITEM_MATERIAL_SURAIMUZERII,"すらいむぜりー"
RUBY_ID_ITEM_MATERIAL_YOUSEINOHIDANE,"Lamplight"
RUBY_ID_ITEM_MATERIAL_MANNENYUKI,"まんねんゆき"
RUBY_ID_ITEM_MATERIAL_KOORINOKESSYO,"こおりのけっしょう"
RUBY_ID_ITEM_MATERIAL_DOKUDOKUHEDORO,"どくどくへどろ"
RUBY_ID_ITEM_MATERIAL_NEKOZUNA,"ねこずな"
RUBY_ID_ITEM_MATERIAL_FUSIGINADORODORO,"ふしぎなどろどろ"
RUBY_ID_ITEM_MATERIAL_MARYOKUNOTUTI,"まりょくのつち"
RUBY_ID_ITEM_MATERIAL_MIGAKIZUNA,"Glass Frit"
RUBY_ID_ITEM_MATERIAL_AMATUYUNOITO,"Celestial Skein"
